,asteroid_full_name,asteroid_id,asteroid_tisserand,cycler_orbit_index,cycler_orbit_tisserand,delta_tisserand
37832,       (2014 UL175),bK14UH5L,2.85067234292,10,2.85225723988,0.00158489696657
37088,       (2012 HH20),bK12H20H,2.85059222948,10,2.85225723988,0.00166501039999
41425,       (2015 BF),bK15B00F,2.85836824933,11,2.86006511611,0.00169686678184
36274,       (2009 BE),bK09B00E,2.8505516506,10,2.85225723988,0.00170558928293
35074, 13651 (1997 BR),a0013651,2.85054611274,10,2.85225723988,0.00171112714101
37907,       (2015 AF44),bK15A44F,2.85053467657,10,2.85225723988,0.0017225633134
38081,       (2015 JD1),bK15J01D,2.85398090411,10,2.85225723988,0.00172366422375
38283,       (2015 XZ1),bK15X01Z,2.85053006146,10,2.85225723988,0.00172717841948
37073,       (2012 GE),bK12G00E,2.85400943406,10,2.85225723988,0.00175219417995
32085,       (2002 JD9),bK02J09D,2.77988583264,9,2.77813056648,0.00175526616644
41426,       (2015 BQ),bK15B00Q,2.85830587325,11,2.86006511611,0.00175924286417
39100,       (2002 LR24),bK02L24R,2.85829306683,11,2.86006511611,0.00177204928342
36370,       (2009 SL),bK09S00L,2.85403103158,10,2.85225723988,0.00177379170077
40962,       (2013 VQ4),bK13V04Q,2.86187455654,11,2.86006511611,0.00180944043414
36526,       (2010 GL23),bK10G23L,2.85044278418,10,2.85225723988,0.0018144557017
36075,       (2007 WJ3),bK07W03J,2.8540730311,10,2.85225723988,0.00181579121512
40963,       (2013 VW4),bK13V04W,2.86195654906,11,2.86006511611,0.00189143295562
35550,       (2001 ND13),bK01N13D,2.85033943018,10,2.85225723988,0.00191780970499
37609,       (2014 HR184),bK14HI4R,2.8542025199,10,2.85225723988,0.0019452800163
40645,       (2012 SZ2),bK12S02Z,2.86204865254,11,2.86006511611,0.001983536434
35630,       (2003 DH6),bK03D06H,2.85429334147,10,2.85225723988,0.0020361015917
31830,380476 (2003 YO1),a0380476,2.77608826271,9,2.77813056648,0.00204230376523
37558,       (2014 EH24),bK14E24H,2.85431738819,10,2.85225723988,0.00206014830212
35745,       (2004 VB),bK04V00B,2.85018780784,10,2.85225723988,0.00206943203914
36024,       (2007 NL1),bK07N01L,2.85017817398,10,2.85225723988,0.00207906590716
37669,       (2014 JW79),bK14J79W,2.85014798507,10,2.85225723988,0.0021092548126
37303,       (2013 EH89),bK13E89H,2.85014751087,10,2.85225723988,0.00210972901545
40184,       (2010 VR),bK10V00R,2.86217956722,11,2.86006511611,0.00211445111481
35945,       (2006 UE17),bK06U17E,2.85013982509,10,2.85225723988,0.00211741478995
36437,       (2009 WV25),bK09W25V,2.85441684606,10,2.85225723988,0.00215960617497
40904,       (2013 RO9),bK13R09O,2.86226326123,11,2.86006511611,0.00219814511992
35738,       (2004 TP1),bK04T01P,2.85004730569,10,2.85225723988,0.00220993419234
37463,       (2013 VA12),bK13V12A,2.85447446759,10,2.85225723988,0.00221722770892
40454,       (2011 WP4),bK11W04P,2.8578358462,11,2.86006511611,0.00222926990976
34943,       (2016 EB1),bK16E01B,2.78037511949,9,2.77813056648,0.00224455301348
41162,       (2014 JY30),bK14J30Y,2.85780431356,11,2.86006511611,0.00226080255036
39147,       (2003 MS2),bK03M02S,2.86245653775,11,2.86006511611,0.00239142164379
38006,       (2015 FK35),bK15F35K,2.84985166528,10,2.85225723988,0.00240557460761
38738,264993 (2003 DX10),a0264993,2.86249394388,11,2.86006511611,0.00242882777452
40474,       (2011 YC40),bK11Y40C,2.85762619691,11,2.86006511611,0.00243891919439
37075,       (2012 GC2),bK12G02C,2.8497705325,10,2.85225723988,0.0024867073875
40048,       (2010 HG20),bK10H20G,2.85755565631,11,2.86006511611,0.00250945980352
35254,303262 (2004 RJ84),a0303262,2.84968233018,10,2.85225723988,0.00257490970103
37288,       (2013 ET),bK13E00T,2.84962083159,10,2.85225723988,0.00263640828833
